,title,related_title
9264,Massively multi-player… thumb-wrestling?,How I held my breath for 17 minutes
9265,Massively multi-player… thumb-wrestling?,On being just crazy enough
9266,Massively multi-player… thumb-wrestling?,"A performance of ""Mathemagic"""
9267,Massively multi-player… thumb-wrestling?,Gaming for understanding
9268,Massively multi-player… thumb-wrestling?,7 ways games reward the brain
9269,Massively multi-player… thumb-wrestling?,Gaming can make a better world
9270,A drone's-eye view of conservation,Conserving the canopy
9271,A drone's-eye view of conservation,We are makers
9272,A drone's-eye view of conservation,Architecture that repairs itself?
9273,A drone's-eye view of conservation,The kill decision shouldn't belong to a robot
9274,A drone's-eye view of conservation,The coolest animal you know nothing about ... and how we can save it
9275,A drone's-eye view of conservation,Meet the robots for humanity
9276,Ecology from the air,A drone's-eye view of conservation
9277,Ecology from the air,The astounding athletic power of quadcopters
9278,Ecology from the air,Robots that fly ... and cooperate
9279,Ecology from the air,Hopeful lessons from the battle to save rainforests
9280,Ecology from the air,How trees talk to each other
9281,Ecology from the air,How to grow a forest in your backyard
9282,Meet the robots for humanity,The rise of personal robots
9283,Meet the robots for humanity,Deep sea diving ... in a wheelchair
9284,Meet the robots for humanity,Here's how we take back the Internet
9285,Meet the robots for humanity,The kill decision shouldn't belong to a robot
9286,Meet the robots for humanity,Military robots and the future of war
9287,Meet the robots for humanity,A drone's-eye view of conservation
9288,No roads? There's a drone for that,Meet the robots for humanity
9289,No roads? There's a drone for that,A drone's-eye view of conservation
9290,No roads? There's a drone for that,From mach-20 glider to hummingbird drone
9291,No roads? There's a drone for that,"A skateboard, with a boost"
9292,No roads? There's a drone for that,What a driverless world could look like
9293,No roads? There's a drone for that,My dream of a flying car
9294,"How your ""working memory"" makes sense of the world",How reliable is your memory?
9295,"How your ""working memory"" makes sense of the world",Half a million secrets
9296,"How your ""working memory"" makes sense of the world",What we think we know
9297,"How your ""working memory"" makes sense of the world",Feats of memory anyone can do
9298,"How your ""working memory"" makes sense of the world",A mouse. A laser beam. A manipulated memory.
9299,"How your ""working memory"" makes sense of the world","How AI can enhance our memory, work and social lives"
9300,How societies can grow old better,Life's third act
9301,How societies can grow old better,Older people are happier
9302,How societies can grow old better,Prepare for a good end of life
9303,How societies can grow old better,Let's end ageism
9304,How societies can grow old better,The psychology of your future self
9305,How societies can grow old better,Why do societies collapse?
9306,What is so special about the human brain?,The quest to understand consciousness
9307,What is so special about the human brain?,"What we're learning from 5,000 brains"
9308,What is so special about the human brain?,"A monkey that controls a robot with its thoughts. No, really."
9309,What is so special about the human brain?,A brain in a supercomputer
9310,What is so special about the human brain?,I am my connectome
9311,What is so special about the human brain?,The neurons that shaped civilization
9312,Want to be happy? Be grateful,Nature. Beauty. Gratitude.
9313,Want to be happy? Be grateful,The habits of happiness
9314,Want to be happy? Be grateful,A life of purpose
9315,Want to be happy? Be grateful,Want to be happier? Stay in the moment
9316,Want to be happy? Be grateful,The surprising science of happiness
9317,Want to be happy? Be grateful,Happiness and its surprises
9318,Invest in social change,The way we think about charity is dead wrong
9319,Invest in social change,Lessons in business ... from prison
9320,Invest in social change,"Government -- investor, risk-taker, innovator"
9321,Invest in social change,How I learned to read -- and trade stocks -- in prison
9322,Invest in social change,How prisons can help inmates live meaningful lives
9323,Invest in social change,How jails extort the poor
9324,Body parts on a chip,The promise of research with stem cells
9325,Body parts on a chip,Bio-lab on a microchip
9326,Body parts on a chip,Printing a human kidney
9327,Body parts on a chip,Caring for engineered tissue
9328,Body parts on a chip,Could tissue engineering mean personalized medicine?
9329,Body parts on a chip,"Transplant cells, not organs"
9330,Let’s try emotional correctness,"Take ""the Other"" to lunch"
9331,Let’s try emotional correctness,"The walk from ""no"" to ""yes"""
9332,Let’s try emotional correctness,How common threats can make common (political) ground
9333,Let’s try emotional correctness,The evolution of compassion
9334,Let’s try emotional correctness,Reconnecting with compassion
9335,Let’s try emotional correctness,Everyday compassion at Google
9336,My underwater robot,Underwater astonishments
9337,My underwater robot,How we found the giant squid
9338,My underwater robot,A novel idea for cleaning up oil spills
9339,My underwater robot,The mysterious world of underwater caves
9340,My underwater robot,A mini robot -- powered by your phone
9341,My underwater robot,"Meet Spot, the robot dog that can run, hop and open doors"
9342,Why buses represent democracy in action,Building a park in the sky
9343,Why buses represent democracy in action,The hidden world of shadow cities
9344,Why buses represent democracy in action,Greening the ghetto
9345,Why buses represent democracy in action,7 principles for building better cities
9346,Why buses represent democracy in action,4 ways to make a city more walkable
9347,Why buses represent democracy in action,A song of the city
9348,What I learned from Nelson Mandela,On humanity
9349,What I learned from Nelson Mandela,The voice of the natural world
9350,What I learned from Nelson Mandela,Fighting with nonviolence
9351,What I learned from Nelson Mandela,How poachers became caretakers
9352,What I learned from Nelson Mandela,Why invest in Africa
9353,What I learned from Nelson Mandela,Life lessons from big cats
9354,How to build with clay ... and community,Creative houses from reclaimed stuff
9355,How to build with clay ... and community,Telling stories from Africa
9356,How to build with clay ... and community,Using nature's genius in architecture
9357,How to build with clay ... and community,"How to revive a neighborhood: with imagination, beauty and art"
9358,How to build with clay ... and community,Ingenious homes in unexpected places
9359,How to build with clay ... and community,How cohousing can make us happier (and live longer)
9360,My glacier cave discoveries,Why did I ski to the North Pole?
9361,My glacier cave discoveries,Extreme swimming with the world's most dangerous jellyfish
9362,My glacier cave discoveries,Underwater astonishments
9363,My glacier cave discoveries,"Deep under the Earth's surface, discovering beauty and science"
9364,My glacier cave discoveries,The mysterious world of underwater caves
9365,My glacier cave discoveries,The ancestor of language
9366,The 4 stories we tell ourselves about death,A philosophical quest for our biggest problems
9367,The 4 stories we tell ourselves about death,We need a heroic narrative for death
9368,The 4 stories we tell ourselves about death,Life that doesn't end with death
9369,The 4 stories we tell ourselves about death,On technology and faith
9370,The 4 stories we tell ourselves about death,Let's talk about dying
9371,The 4 stories we tell ourselves about death,Before I die I want to ...
9372,Inside the secret shipping industry,Let's talk crap. Seriously.
9373,Inside the secret shipping industry,Making law on the high seas
9374,Inside the secret shipping industry,The ocean's glory -- and horror
9375,Inside the secret shipping industry,The intriguing sound of marine mammals
9376,Inside the secret shipping industry,Why you should care about whale poo
9377,Inside the secret shipping industry,Hidden toxins in the fish we eat
9378,A new vision for rebuilding Detroit,How ideas trump crises
9379,A new vision for rebuilding Detroit,We are makers
9380,A new vision for rebuilding Detroit,Retrofitting suburbia
9381,A new vision for rebuilding Detroit,A practical way to help the homeless find work and safety
9382,A new vision for rebuilding Detroit,How an obese town lost a million pounds
9383,A new vision for rebuilding Detroit,How public spaces make cities work
9384,Welcome to the age of the industrial internet,The key to growth? Race with the machines
9385,Welcome to the age of the industrial internet,The rise of human-computer cooperation
9386,Welcome to the age of the industrial internet,"If cars could talk, accidents might be avoidable"
9387,Welcome to the age of the industrial internet,Will automation take away all our jobs?
9388,Welcome to the age of the industrial internet,What will future jobs look like?
9389,Welcome to the age of the industrial internet,Don't fear intelligent machines. Work with them
9390,"Depression, the secret we share",Confessions of a depressed comic
9391,"Depression, the secret we share",How the worst moments in our lives make us who we are
9392,"Depression, the secret we share","Love, no matter what"
9393,"Depression, the secret we share",How electroshock therapy changed me
9394,"Depression, the secret we share",There's no shame in taking care of your mental health
9395,"Depression, the secret we share",A tale of mental illness -- from the inside
9396,The $80 prosthetic knee that's changing lives,The cheap all-terrain wheelchair
9397,The $80 prosthetic knee that's changing lives,Changing my legs - and my mindset
9398,The $80 prosthetic knee that's changing lives,India's invisible innovation
9399,The $80 prosthetic knee that's changing lives,The bio-future of joint replacement
9400,The $80 prosthetic knee that's changing lives,The sore problem of prosthetic limbs
9401,The $80 prosthetic knee that's changing lives,"The new bionics that let us run, climb and dance"
9402,Does money make you mean?,How to buy happiness
9403,Does money make you mean?,The power of introverts
9404,Does money make you mean?,"Beware, fellow plutocrats, the pitchforks are coming"
9405,Does money make you mean?,How equal do we want the world to be? You'd be surprised
9406,Does money make you mean?,7 ways games reward the brain
9407,Does money make you mean?,The game that can give you 10 extra years of life
9408,"Never, ever give up",Extreme swimming with the world's most dangerous jellyfish
9409,"Never, ever give up",Why did I ski to the North Pole?
9410,"Never, ever give up",Life's third act
9411,"Never, ever give up",How to find work you love
9412,"Never, ever give up","A song for my hero, the woman who rowed into a hurricane"
9413,"Never, ever give up",How I swam the North Pole
9414,How an obese town lost a million pounds,The walkable city
9415,How an obese town lost a million pounds,Greening the ghetto
9416,How an obese town lost a million pounds,Your health depends on where you live
9417,How an obese town lost a million pounds,A practical way to help the homeless find work and safety
9418,How an obese town lost a million pounds,The 4 commandments of cities
9419,How an obese town lost a million pounds,A new vision for rebuilding Detroit
9420,I got 99 problems ... palsy is just one,"It's time for ""The Talk"""
9421,I got 99 problems ... palsy is just one,"A Saudi, an Indian and an Iranian walk into a Qatari bar ..."
9422,I got 99 problems ... palsy is just one,Nerdcore comedy
9423,I got 99 problems ... palsy is just one,"I'm not your inspiration, thank you very much"
9424,I got 99 problems ... palsy is just one,How I fail at being disabled
9425,I got 99 problems ... palsy is just one,Special Olympics let me be myself -- a champion
9426,Don't kill your language,Don't insist on English!
9427,Don't kill your language,The attitudes that sparked Arab Spring
9428,Don't kill your language,"Poems of war, peace, women, power"
9429,Don't kill your language,4 reasons to learn a new language
9430,Don't kill your language,Why is 'x' the unknown?
9431,Don't kill your language,3 ways to speak English
9432,A bold new way to fund drug research,The promise of research with stem cells
9433,A bold new way to fund drug research,Body parts on a chip
9434,A bold new way to fund drug research,A provocative way to finance the fight against climate change
9435,A bold new way to fund drug research,Why we need to end the War on Drugs
9436,A bold new way to fund drug research,Battling bad science
9437,A bold new way to fund drug research,Open-source cancer research
9438,Why dieting doesn't usually work,How an obese town lost a million pounds
9439,Why dieting doesn't usually work,Is the obesity crisis hiding a bigger problem?
9440,Why dieting doesn't usually work,Why some people find exercise harder than others
9441,Why dieting doesn't usually work,Healing through diet
9442,Why dieting doesn't usually work,A simple way to break a bad habit
9443,Why dieting doesn't usually work,The brain in your gut
9444,How to build an information time machine,What we learned from 5 million books
9445,How to build an information time machine,Augmented-reality maps
9446,How to build an information time machine,A free digital library
9447,How to build an information time machine,Information is food
9448,How to build an information time machine,The military case for sharing knowledge
9449,How to build an information time machine,How the Panama Papers journalists broke the biggest leak in history
9450,To hear this music you have to be there. Literally,Visualizing ourselves ... with crowd-sourced data
9451,To hear this music you have to be there. Literally,The art of asking
9452,To hear this music you have to be there. Literally,Beats that defy boxes
9453,To hear this music you have to be there. Literally,The mad scientist of music
9454,To hear this music you have to be there. Literally,Music and emotion through time
9455,To hear this music you have to be there. Literally,How architecture helped music evolve
9456,Profit’s not always the point,The economic injustice of plastic
9457,Profit’s not always the point,The case for collaborative consumption
9458,Profit’s not always the point,Patient capitalism
9459,Profit’s not always the point,The simple power of hand-washing
9460,Profit’s not always the point,4 larger-than-life lessons from soap operas
9461,Profit’s not always the point,The case for letting business solve social problems
9462,Demo: A needle-free vaccine patch that's safer and way cheaper,A mobile fridge for vaccines
9463,Demo: A needle-free vaccine patch that's safer and way cheaper,HIV and flu -- the vaccine strategy
9464,Demo: A needle-free vaccine patch that's safer and way cheaper,The jungle search for viruses
9465,Demo: A needle-free vaccine patch that's safer and way cheaper,The troubling reason why vaccines are made too late ... if they're made at all
9466,Demo: A needle-free vaccine patch that's safer and way cheaper,The power of herd immunity
9467,Demo: A needle-free vaccine patch that's safer and way cheaper,How we'll stop polio for good
9468,So we leaned in ... now what?,Why we have too few women leaders
9469,So we leaned in ... now what?,A girl who demanded school
9470,So we leaned in ... now what?,A feminine response to Iceland's financial crash
9471,So we leaned in ... now what?,On being a woman and a diplomat
9472,So we leaned in ... now what?,This tennis icon paved the way for women in sports
9473,So we leaned in ... now what?,See Yemen through my eyes
9474,"How I learned to stop worrying and love ""useless"" art",Revealing the lost codex of Archimedes
9475,"How I learned to stop worrying and love ""useless"" art",2600 years of history in one object
9476,"How I learned to stop worrying and love ""useless"" art",Weaving narratives in museum galleries
9477,"How I learned to stop worrying and love ""useless"" art",The secret lives of paintings
9478,"How I learned to stop worrying and love ""useless"" art",Every piece of art you've ever wanted to see -- up close and searchable
9479,"How I learned to stop worrying and love ""useless"" art",The search for the true face of Leonardo
9480,"Robots with ""soul""","Dance, tiny robots!"
9481,"Robots with ""soul""","Meet Rezero, the dancing ballbot"
9482,"Robots with ""soul""","Robots that ""show emotion"""
9483,"Robots with ""soul""",Robots will invade our lives
9484,"Robots with ""soul""",Robots that fly ... and cooperate
9485,"Robots with ""soul""","Meet Spot, the robot dog that can run, hop and open doors"
9486,A little-told tale of sex and sensuality,HIV -- how to fight an epidemic of bad laws
9487,A little-told tale of sex and sensuality,Sex needs a new metaphor. Here's one ...
9488,A little-told tale of sex and sensuality,"A Saudi, an Indian and an Iranian walk into a Qatari bar ..."
9489,A little-told tale of sex and sensuality,The lies we tell pregnant women
9490,A little-told tale of sex and sensuality,The laws that sex workers really want
9491,A little-told tale of sex and sensuality,Are we designed to be sexual omnivores?
9492,His and hers … healthcare,New data on the rise of women
9493,His and hers … healthcare,A call to men
9494,His and hers … healthcare,What if our healthcare system kept us healthy?
9495,His and hers … healthcare,The single biggest health threat women face
9496,His and hers … healthcare,Why medicine often has dangerous side effects for women
9497,His and hers … healthcare,The good news about PMS
9498,"As work gets more complex, 6 rules to simplify",The happy secret to better work
9499,"As work gets more complex, 6 rules to simplify",The puzzle of motivation
9500,"As work gets more complex, 6 rules to simplify",Why work doesn't happen at work
9501,"As work gets more complex, 6 rules to simplify",The case for letting business solve social problems
9502,"As work gets more complex, 6 rules to simplify",How too many rules at work keep you from getting things done
9503,"As work gets more complex, 6 rules to simplify",Toward a science of simplicity
9504,How I beat stage fright,I got 99 problems ... palsy is just one
9505,How I beat stage fright,"The violin, and my dark night of the soul"
9506,How I beat stage fright,Embrace the shake
9507,How I beat stage fright,"""Thula Mama"""
9508,How I beat stage fright,A one-man orchestra of the imagination
9509,How I beat stage fright,Home is a song I've always remembered
9510,Why massive open online courses (still) matter,What we're learning from online education
9511,Why massive open online courses (still) matter,Build a School in the Cloud
9512,Why massive open online courses (still) matter,Let's use video to reinvent education
9513,Why massive open online courses (still) matter,"The 100,000-student classroom"
9514,Why massive open online courses (still) matter,An ultra-low-cost college degree
9515,Why massive open online courses (still) matter,Let's teach for mastery -- not test scores
9516,Why smart statistics are the key to fighting crime,We need to talk about an injustice
9517,Why smart statistics are the key to fighting crime,The best stats you've ever seen
9518,Why smart statistics are the key to fighting crime,Is life really that complex?
9519,Why smart statistics are the key to fighting crime,A prosecutor's vision for a better justice system
9520,Why smart statistics are the key to fighting crime,How I help free innocent people from prison
9521,Why smart statistics are the key to fighting crime,How jails extort the poor
9522,Want to be an activist? Start with your toys,Being young and making an impact
9523,Want to be an activist? Start with your toys,A teen just trying to figure it out
9524,Want to be an activist? Start with your toys,A father-daughter dance ... in prison
9525,Want to be an activist? Start with your toys,How online abuse of women has spiraled out of control
9526,Want to be an activist? Start with your toys,How fake news does real harm
9527,Want to be an activist? Start with your toys,Why not make video games for girls?
9528,"Puppies! Now that I’ve got your attention, complexity theory",The secret of the bat genome
9529,"Puppies! Now that I’ve got your attention, complexity theory",The dance of the dung beetle
9530,"Puppies! Now that I’ve got your attention, complexity theory",What separates us from chimpanzees?
9531,"Puppies! Now that I’ve got your attention, complexity theory",Who controls the world?
9532,"Puppies! Now that I’ve got your attention, complexity theory",Simplifying complexity
9533,"Puppies! Now that I’ve got your attention, complexity theory","As work gets more complex, 6 rules to simplify"
9534,"Meet a young entrepreneur, cartoonist, designer, activist ...",What adults can learn from kids
9535,"Meet a young entrepreneur, cartoonist, designer, activist ...",Let's raise kids to be entrepreneurs
9536,"Meet a young entrepreneur, cartoonist, designer, activist ...",How to build your creative confidence
9537,"Meet a young entrepreneur, cartoonist, designer, activist ...",How to pitch to a VC
9538,"Meet a young entrepreneur, cartoonist, designer, activist ...",The hidden beauty of pollination
9539,"Meet a young entrepreneur, cartoonist, designer, activist ...",Let's go all-in on selling sustainability
9540,How we turned the tide on domestic violence (Hint: the Polaroid helped),Why domestic violence victims don't leave
9541,How we turned the tide on domestic violence (Hint: the Polaroid helped),Violence against women -- it's a men's issue
9542,How we turned the tide on domestic violence (Hint: the Polaroid helped),A call to men
9543,How we turned the tide on domestic violence (Hint: the Polaroid helped),How online abuse of women has spiraled out of control
9544,How we turned the tide on domestic violence (Hint: the Polaroid helped),We should all be feminists
9545,How we turned the tide on domestic violence (Hint: the Polaroid helped),New data on the rise of women
9546,"The world is one big dataset. Now, how to photograph it ...",Why we need to go back to Mars
9547,"The world is one big dataset. Now, how to photograph it ...",Life in Biosphere 2
9548,"The world is one big dataset. Now, how to photograph it ...",Augmented-reality maps
9549,"The world is one big dataset. Now, how to photograph it ...",Tiny satellites show us the Earth as it changes in near-real-time
9550,"The world is one big dataset. Now, how to photograph it ...",Let's clean up the space junk orbiting Earth
9551,"The world is one big dataset. Now, how to photograph it ...",Where good ideas come from
9552,How architectural innovations migrate across borders,The power of the informal economy
9553,How architectural innovations migrate across borders,The shareable future of cities
9554,How architectural innovations migrate across borders,The rise of the new global super-rich
9555,How architectural innovations migrate across borders,A new vision for rebuilding Detroit
9556,How architectural innovations migrate across borders,How an old loop of railroads is changing the face of a city
9557,How architectural innovations migrate across borders,Who belongs in a city?
9558,A new equation for intelligence,How brain science will change computing
9559,A new equation for intelligence,A university for the coming singularity
9560,A new equation for intelligence,The mathematics of war
9561,A new equation for intelligence,What happens when our computers get smarter than we are?
9562,A new equation for intelligence,Can we build AI without losing control over it?
9563,A new equation for intelligence,Don't fear superintelligent AI
9564,Art that craves your attention,High-tech art (with a sense of humor)
9565,Art that craves your attention,"Art with wire, sugar, chocolate and string"
9566,Art that craves your attention,Moving sculpture
9567,Art that craves your attention,Anti-gravity sculpture
9568,Art that craves your attention,The world's most boring television ... and why it's hilariously addictive
9569,Art that craves your attention,The thrilling potential of SixthSense technology
9570,"Does the media have a ""duty of care""?","Beware online ""filter bubbles"""
9571,"Does the media have a ""duty of care""?",How to separate fact and fiction online
9572,"Does the media have a ""duty of care""?",How mobile phones helped solve two murders
9573,"Does the media have a ""duty of care""?",Can democracy exist without trust?
9574,"Does the media have a ""duty of care""?",Imagine a European democracy without borders
9575,"Does the media have a ""duty of care""?",A global culture to fight extremism
9576,Paper beats plastic? How to rethink environmental folklore,Cradle to cradle design
9577,Paper beats plastic? How to rethink environmental folklore,Let's go all-in on selling sustainability
9578,Paper beats plastic? How to rethink environmental folklore,Human-centered design
9579,Paper beats plastic? How to rethink environmental folklore,A vision for sustainable restaurants
9580,Paper beats plastic? How to rethink environmental folklore,Energy from floating algae pods
9581,Paper beats plastic? How to rethink environmental folklore,We can recycle plastic
9582,The investment logic for sustainability,The route to a sustainable future
9583,The investment logic for sustainability,How big brands can help save biodiversity
9584,The investment logic for sustainability,The business logic of sustainability
9585,The investment logic for sustainability,How to make a profit while making a difference
9586,The investment logic for sustainability,The case for letting business solve social problems
9587,The investment logic for sustainability,The way we think about charity is dead wrong
9588,"Synthetic voices, as unique as fingerprints","Biohacking -- you can do it, too"
9589,"Synthetic voices, as unique as fingerprints",Shh! Sound health in 8 steps
9590,"Synthetic voices, as unique as fingerprints",On the verge of creating synthetic life
9591,"Synthetic voices, as unique as fingerprints",The voices in my head
9592,"Synthetic voices, as unique as fingerprints",Remaking my voice
9593,"Synthetic voices, as unique as fingerprints","Why I keep speaking up, even when people mock my accent"
9594,Love -- you're doing it wrong,The brain in love
9595,Love -- you're doing it wrong,How I hacked online dating
9596,Love -- you're doing it wrong,"Aliens, love -- where are they?"
9597,Love -- you're doing it wrong,A better way to talk about love
9598,Love -- you're doing it wrong,Technology hasn't changed love. Here's why
9599,Love -- you're doing it wrong,A queer vision of love and marriage
9600,A new way to grow bone,Biomimicry in action
9601,A new way to grow bone,Biomimicry's surprising lessons from nature's engineers
9602,A new way to grow bone,The promise of research with stem cells
9603,A new way to grow bone,Growing new organs
9604,A new way to grow bone,Printing a human kidney
9605,A new way to grow bone,A better way to harvest bone marrow
9606,What it takes to be a great leader,Learning from leadership's missing manual
9607,What it takes to be a great leader,How to start a movement
9608,What it takes to be a great leader,Dare to disagree
9609,What it takes to be a great leader,Why good leaders make you feel safe
9610,What it takes to be a great leader,How to manage for collective creativity
9611,What it takes to be a great leader,How to educate leaders? Liberal arts
9612,Are we designed to be sexual omnivores?,The secret to desire in a long-term relationship
9613,Are we designed to be sexual omnivores?,What is so special about the human brain?
9614,Are we designed to be sexual omnivores?,A little-told tale of sex and sensuality
9615,Are we designed to be sexual omnivores?,The birds and the bees are just the beginning
9616,Are we designed to be sexual omnivores?,The lies we tell pregnant women
9617,Are we designed to be sexual omnivores?,"One woman, five characters, and a sex lesson from the future"
9618,We're all hiding something. Let's find the courage to open up,Let’s try emotional correctness
9619,We're all hiding something. Let's find the courage to open up,A radical experiment in empathy
9620,We're all hiding something. Let's find the courage to open up,Where is home?
9621,We're all hiding something. Let's find the courage to open up,The myth of the gay agenda
9622,We're all hiding something. Let's find the courage to open up,The danger of hiding who you are
9623,We're all hiding something. Let's find the courage to open up,Fifty shades of gay
9624,Can the damaged brain repair itself?,Growing evidence of brain plasticity
9625,Can the damaged brain repair itself?,The fringe benefits of failure
9626,Can the damaged brain repair itself?,The coming neurological epidemic
9627,Can the damaged brain repair itself?,The promise of research with stem cells
9628,Can the damaged brain repair itself?,The brain may be able to repair itself -- with help
9629,Can the damaged brain repair itself?,"Transplant cells, not organs"
9630,Why good hackers make good citizens,New York's streets? Not so mean any more
9631,Why good hackers make good citizens,Greening the ghetto
9632,Why good hackers make good citizens,Retrofitting suburbia
9633,Why good hackers make good citizens,Hackers: the Internet's immune system
9634,Why good hackers make good citizens,Hire the hackers!
9635,Why good hackers make good citizens,Coding a better government
9636,We need money for aid. So let’s print it.,Let's crowdsource the world's goals
9637,We need money for aid. So let’s print it.,A bold new way to fund drug research
9638,We need money for aid. So let’s print it.,How we can predict the next financial crisis
9639,We need money for aid. So let’s print it.,Should you donate differently?
9640,We need money for aid. So let’s print it.,Aid for Africa? No thanks.
9641,We need money for aid. So let’s print it.,Aid versus trade
9642,"What we can learn from galaxies far, far away",Two young scientists break down plastics with bacteria
9643,"What we can learn from galaxies far, far away",Advice to a young scientist
9644,"What we can learn from galaxies far, far away","Science is for everyone, kids included"
9645,"What we can learn from galaxies far, far away",Shedding light on dark matter
9646,"What we can learn from galaxies far, far away",The design of the universe
9647,"What we can learn from galaxies far, far away",How radio telescopes show us unseen galaxies
9648,The 3 agencies with the power to make or break economies,The investment logic for sustainability
9649,The 3 agencies with the power to make or break economies,Invest in social change
9650,The 3 agencies with the power to make or break economies,"Government -- investor, risk-taker, innovator"
9651,The 3 agencies with the power to make or break economies,The post-crisis consumer
9652,The 3 agencies with the power to make or break economies,An economic reality check
9653,The 3 agencies with the power to make or break economies,How Africa can keep rising
9654,Could future devices read images from our brains?,My stroke of insight
9655,Could future devices read images from our brains?,A look inside the brain in real time
9656,Could future devices read images from our brains?,A brain in a supercomputer
9657,Could future devices read images from our brains?,A neural portrait of the human mind
9658,Could future devices read images from our brains?,3 ways the brain creates meaning
9659,Could future devices read images from our brains?,The mysterious workings of the adolescent brain
9660,How data will transform business,The case for letting business solve social problems
9661,How data will transform business,"As work gets more complex, 6 rules to simplify"
9662,How data will transform business,Profit’s not always the point
9663,How data will transform business,The new open-source economics
9664,How data will transform business,The human insights missing from big data
9665,How data will transform business,How digital DNA could help you make better health choices
9666,Government surveillance — this is just the beginning,How the NSA betrayed the world's trust -- time to act
9667,Government surveillance — this is just the beginning,What will a future without secrets look like?
9668,Government surveillance — this is just the beginning,Everyday cybercrime -- and what you can do about it
9669,Government surveillance — this is just the beginning,How to avoid surveillance ... with the phone in your pocket
9670,Government surveillance — this is just the beginning,How the US government spies on people who protest -- including you
9671,Government surveillance — this is just the beginning,Your smartphone is a civil rights issue
9672,My DNA vending machine,Capturing memories in video art
9673,My DNA vending machine,Playing with DNA that self-assembles
9674,My DNA vending machine,How we discovered DNA
9675,My DNA vending machine,The era of personal DNA testing is here
9676,My DNA vending machine,Animations of unseeable biology
9677,My DNA vending machine,"DNA folding, in detail"
9678,A 50-cent microscope that folds like origami,Playing with DNA that self-assembles
9679,A 50-cent microscope that folds like origami,The cheap all-terrain wheelchair
9680,A 50-cent microscope that folds like origami,The opportunity of adversity
9681,A 50-cent microscope that folds like origami,Lifesaving scientific tools made of paper
9682,A 50-cent microscope that folds like origami,A lab the size of a postage stamp
9683,A 50-cent microscope that folds like origami,Could this laser zap malaria?
9684,A word game to communicate in any language,The right to understand
9685,A word game to communicate in any language,Ingenuity and elegance in ancient African alphabets
9686,A word game to communicate in any language,The world needs all kinds of minds
9687,A word game to communicate in any language,4 reasons to learn a new language
9688,A word game to communicate in any language,A new way to diagnose autism
9689,A word game to communicate in any language,What our language habits reveal
9690,"Can we all ""have it all""?",Why we have too few women leaders
9691,"Can we all ""have it all""?",So we leaned in ... now what?
9692,"Can we all ""have it all""?",New data on the rise of women
9693,"Can we all ""have it all""?",Why gender equality is good for everyone — men included
9694,"Can we all ""have it all""?",We should all be feminists
9695,"Can we all ""have it all""?",A political party for women's equality
9696,You don't need an app for that,Aid for Africa? No thanks.
9697,You don't need an app for that,Want to help Africa? Do business here
9698,You don't need an app for that,My wish: Find the next Einstein in Africa
9699,You don't need an app for that,Reporting crisis via texting
9700,You don't need an app for that,"Meet BRCK, Internet access built for Africa"
9701,You don't need an app for that,Why invest in Africa
9702,The birds and the bees are just the beginning,The camel's hump
9703,The birds and the bees are just the beginning,"Cute, sexy, sweet, funny"
9704,The birds and the bees are just the beginning,10 things you didn't know about orgasm
9705,The birds and the bees are just the beginning,Are we designed to be sexual omnivores?
9706,The birds and the bees are just the beginning,What we learn from insects' sex lives
9707,The birds and the bees are just the beginning,The loves and lies of fireflies
9708,The long reach of reason,The surprising decline in violence
9709,The long reach of reason,An animated tour of the invisible
9710,The long reach of reason,Questions no one knows the answers to
9711,The long reach of reason,For argument's sake
9712,The long reach of reason,Science can answer moral questions
9713,The long reach of reason,Can prejudice ever be a good thing?
9714,The neuroscience of restorative justice,Why smart statistics are the key to fighting crime
9715,The neuroscience of restorative justice,We need to talk about an injustice
9716,The neuroscience of restorative justice,Philosophy in prison
9717,The neuroscience of restorative justice,The mysterious workings of the adolescent brain
9718,The neuroscience of restorative justice,A neural portrait of the human mind
9719,The neuroscience of restorative justice,Growing evidence of brain plasticity
9720,Here's how we take back the Internet,How the NSA betrayed the world's trust -- time to act
9721,Here's how we take back the Internet,My battle to expose government corruption
9722,Here's how we take back the Internet,The NSA responds to Edward Snowden's TED Talk
9723,Here's how we take back the Internet,How the US government spies on people who protest -- including you
9724,Here's how we take back the Internet,Why privacy matters
9725,Here's how we take back the Internet,How free is our freedom of the press?
9726,What I learned from going blind in space,Why we need the explorers
9727,What I learned from going blind in space,My glacier cave discoveries
9728,What I learned from going blind in space,Why bother leaving the house?
9729,What I learned from going blind in space,From mach-20 glider to hummingbird drone
9730,What I learned from going blind in space,The magnificence of spider silk
9731,What I learned from going blind in space,Stephen Hawking's zero g flight
9732,My wish: To launch a new era of openness in business,How to expose the corrupt
9733,My wish: To launch a new era of openness in business,Meet global corruption's hidden players
9734,My wish: To launch a new era of openness in business,Want to help Africa? Do business here
9735,My wish: To launch a new era of openness in business,The Panama Papers exposed a huge global problem. What's next?
9736,My wish: To launch a new era of openness in business,The single biggest reason why startups succeed
9737,My wish: To launch a new era of openness in business,3 ways to (usefully) lose control of your brand
9738,The NSA responds to Edward Snowden's TED Talk,Here's how we take back the Internet
9739,The NSA responds to Edward Snowden's TED Talk,How the NSA betrayed the world's trust -- time to act
9740,The NSA responds to Edward Snowden's TED Talk,What's the right thing to do?
9741,The NSA responds to Edward Snowden's TED Talk,Why privacy matters
